
Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2021-07-13;null;null;null;null;null;null;null;68;null;null;
2021-07-14;null;null;null;null;null;null;null;46;null;null;
2021-07-15;null;null;null;null;null;null;null;44;null;null;
2021-07-16;null;null;null;null;null;null;null;71;null;null;
2021-07-17;null;null;null;null;null;null;null;51;null;null;
2021-07-18;null;null;null;null;null;null;null;31;null;null;
2021-07-19;null;null;null;null;null;null;null;25;null;null;
2021-07-20;null;null;null;null;null;null;null;null;null;null;
2021-07-21;null;null;null;null;null;null;null;null;null;null;
2021-07-22;null;null;null;null;null;null;null;41;null;null;
2021-07-23;null;null;null;null;null;null;null;65;null;null;
2021-07-24;null;null;null;null;null;null;null;null;null;null;
2021-07-25;null;null;null;null;null;null;null;51;null;null;
2021-07-26;null;null;null;null;null;null;null;null;null;null;
2021-07-27;null;null;null;null;null;null;null;null;null;null;
2021-07-28;null;null;null;null;null;null;null;72;null;null;
2021-07-29;null;null;null;null;null;null;null;31;null;null;
2021-07-30;null;null;null;null;null;null;null;null;null;null;
2021-07-31;null;null;null;null;null;null;null;47;null;null;
2021-08-01;null;null;null;null;null;null;null;45;null;null;
2021-08-02;null;null;null;null;null;null;null;60;null;null;
2021-08-03;null;null;null;null;null;null;null;42;null;null;
2021-08-04;null;null;null;null;null;null;null;null;null;null;
2021-08-05;null;null;null;null;null;null;null;null;null;null;
2021-08-06;null;null;null;null;null;null;null;null;null;null;
2021-08-07;null;null;null;null;null;null;null;null;null;null;
2021-08-08;null;null;null;null;null;null;null;null;null;null;
2021-08-09;null;null;null;null;null;null;null;null;null;null;
2021-08-10;null;null;null;null;null;null;null;54;null;null;
2021-08-11;null;null;null;null;null;null;null;null;null;null;
2021-08-12;null;null;null;null;null;null;null;null;null;null;
2021-08-13;null;null;null;null;null;null;null;49;null;null;
2021-08-14;null;null;null;null;null;null;null;null;null;null;
2021-08-15;null;null;null;null;null;null;null;42;null;null;
2021-08-16;null;null;null;null;null;null;null;43;null;null;
2021-08-17;null;null;null;null;null;null;null;33;null;null;
2021-08-18;null;null;null;null;null;null;null;null;null;null;
2021-08-19;null;null;null;null;null;null;null;49;null;null;
2021-08-20;null;null;null;null;null;null;null;51;null;null;
2021-08-21;null;null;null;null;null;null;null;null;null;null;
2021-08-22;null;null;null;null;null;null;null;49;null;null;
2021-08-23;null;null;null;null;null;null;48,1;32;7,5;null;
2021-08-24;null;null;null;28,6;null;18,3;52,3;29;7,1;null;
2021-08-25;null;962,1;11,3;29;null;14,8;51,1;28;10,3;2,6;
2021-08-26;null;962,6;14,2;29,5;null;17,6;60,8;25;9,3;2,2;
2021-08-27;0;963,8;14,6;28,8;23,4;19,2;60,5;32;9,6;2,7;
2021-08-28;null;966,9;14,3;25,6;null;18,6;62;43;10,6;2,5;
2021-08-29;null;null;null;27,1;null;17,6;67,2;42;8,5;null;
2021-08-30;0;964,6;12,8;28,8;21,6;15,9;61,3;31;6,1;1,2;
2021-08-31;null;966;15,3;23,5;null;17,2;74,9;57;9,2;1,4;
2021-09-01;null;966,1;16,5;23,3;null;17;86,7;62;9,6;1,1;
2021-09-02;null;966,3;15,6;25,6;null;16,9;75,3;50;7,6;1,3;
2021-09-03;null;null;null;null;null;17,2;null;77;null;null;
2021-09-04;null;null;null;null;null;null;null;null;null;null;
2021-09-05;null;null;null;null;null;null;42,1;25;8,5;null;
2021-09-06;0;960,6;16,1;34,9;26,6;20,4;58,1;23;6,6;1,2;
2021-09-07;null;null;null;null;null;null;null;40;null;null;
2021-09-08;null;null;null;null;null;null;null;null;null;null;
2021-09-09;null;null;null;null;null;null;null;40;null;null;
2021-09-10;null;null;null;33,6;null;null;43,9;22;8,8;null;
2021-09-11;0;964;13,5;32,2;24,9;18,4;54,8;23;8,7;1,7;
2021-09-12;0;965,5;16,2;31,8;25,2;21,3;60,6;32;9,3;2,2;
2021-09-13;0;963,7;15,7;32,2;25,2;20;59,4;31;7,7;2;
2021-09-14;null;962,3;14,3;33,8;null;20,8;47,4;24;8,3;2,2;
2021-09-15;null;null;null;35,5;null;17,7;36,1;15;8,2;null;
2021-09-16;null;null;null;31,1;null;21,2;50,8;29;9,3;null;
2021-09-17;null;966,7;12,5;30,2;null;18,6;51;25;10,9;3,4;
2021-09-18;null;963,5;10,1;30,2;null;16,4;42,2;24;7,9;1,7;
2021-09-19;null;null;null;34,4;null;16,8;39,6;22;6,5;null;
2021-09-20;null;null;null;null;null;null;67;34;5,8;null;
2021-09-21;null;null;null;35,5;null;17,3;44,5;25;6,7;null;
2021-09-22;null;null;null;30,5;null;21,5;63,8;35;9,3;null;
2021-09-23;null;null;null;24,6;null;16,5;52,9;40;8,5;null;
2021-09-24;null;null;null;24,2;null;16,9;54,8;43;8,5;null;
2021-09-25;null;null;null;27,5;null;17,4;47,6;34;7,6;null;
2021-09-26;null;null;null;null;null;null;41,2;26;7,7;null;
2021-09-27;null;null;null;null;null;null;54,5;39;6,5;null;
2021-09-28;null;null;null;null;null;null;57,1;42;7,4;null;
2021-09-29;null;null;null;null;null;null;46,1;29;6,2;null;
2021-09-30;null;null;null;null;null;null;48,9;29;6,3;null;
2021-10-01;null;null;null;null;null;null;44,6;29;8,4;null;
2021-10-02;null;null;null;null;null;null;45,8;25;7,9;null;
2021-10-03;null;null;null;null;null;null;42,5;22;9,6;null;
2021-10-04;null;null;null;null;null;null;41,4;20;7;null;
2021-10-05;null;null;null;null;null;null;39,1;21;9,8;null;
2021-10-06;null;null;null;null;null;null;74,5;65;6,1;null;
2021-10-07;null;null;null;null;null;null;49,5;32;6,1;null;
2021-10-08;null;null;null;null;null;null;null;72;null;null;
2021-10-09;null;null;null;null;null;null;null;70;null;null;
2021-10-10;null;null;null;null;null;null;null;87;null;null;
2021-10-11;null;null;null;null;null;null;null;85;null;null;
2021-10-12;null;null;null;null;null;null;null;63;null;null;
2021-10-13;null;null;null;null;null;null;null;49;null;null;
2021-10-14;null;null;null;null;null;null;55,5;43;7,6;null;
2021-10-15;null;null;null;null;null;null;63,4;51;6,3;null;
2021-10-16;null;null;null;null;null;null;46,4;30;8;null;
2021-10-17;null;null;null;null;null;null;null;33;null;null;
2021-10-18;null;null;null;null;null;null;null;50;null;null;
2021-10-19;null;null;null;null;null;null;null;57;null;null;
2021-10-20;null;null;null;null;null;null;null;74;null;null;
2021-10-21;null;null;null;null;null;null;null;74;null;null;
2021-10-22;null;null;null;null;null;null;88,6;82;3,4;null;
2021-10-23;null;null;null;null;null;null;75,3;64;6,3;null;
2021-10-24;null;null;null;null;null;null;66;44;7;null;
2021-10-25;null;null;null;null;null;null;75,9;62;8,5;null;
2021-10-26;null;null;null;null;null;null;66,6;31;null;null;
2021-10-27;9,4;965,5;17,6;29,8;24,6;20,9;67,1;42;10,2;3,2;
2021-10-28;,8;966,2;17,9;29,4;22,9;19,2;74,7;47;9,8;2;
2021-10-29;3,2;964,7;17,6;27,5;21,7;18,6;78,5;52;10,7;1,3;
2021-10-30;1,4;962,3;17,9;27,9;22,8;19,8;75,4;47;5,4;1;
2021-10-31;9,8;961,8;19,1;28,1;22,9;19,5;80,5;57;8,3;2,1;
2021-11-01;12,2;960,4;19,4;24,3;21,4;19,9;88,2;75;9,5;1,5;
2021-11-02;48,2;957,9;20,4;27,9;22,4;19,5;89,4;69;10,5;,9;
2021-11-03;26;956,1;20,4;30,8;24,3;20,4;80,5;51;7;,7;
2021-11-04;1,2;956,9;19,9;29,3;23,6;20,7;80,4;56;10;1,6;
2021-11-05;3,2;957;19,6;30,7;24,7;20;74,8;46;7,7;1,5;
2021-11-06;0;958,5;18,4;26,9;22,9;20,1;76,5;59;9,5;1,8;
2021-11-07;0;958,9;18,7;29,8;23,6;19,7;76;51;7,6;2,1;
2021-11-08;0;959,9;18,9;27,8;23,4;20,2;76,5;58;10;1,7;
2021-11-09;0;959,9;19,1;29,5;24,3;21,5;73,9;48;10,2;2,3;
2021-11-10;,4;960,3;19,7;27;23,3;21,2;80,7;61;7,8;1,6;
2021-11-11;14;961,8;20,2;25,3;22;20,6;89,8;75;6;1,2;
2021-11-12;17;961,9;18,1;21;19,2;18,7;93,3;86;4,2;1,3;
2021-11-13;35,2;963,1;15,9;19,1;17,5;16,5;90,8;81;5,6;,3;
2021-11-14;4;963,7;15,5;21,9;17,8;16,1;86,6;71;7,8;,3;
2021-11-15;,4;964,3;15;24;19,7;16,4;75,5;55;6,5;,7;
2021-11-16;0;963,8;16,4;23,4;20,5;18,5;77,2;66;5,8;,3;
2021-11-17;,8;961;18,7;29;23;19,3;78,1;51;10,3;1,5;
2021-11-18;0;959,5;18,7;29;24,2;20,7;73,1;53;8,8;1,2;
2021-11-19;0;958,9;19,8;30,4;24,3;20,3;77,4;50;9,2;,6;
2021-11-20;6;958,7;20,7;24,7;22,9;22,1;87;75;4,4;,1;
2021-11-21;5;960,4;18,6;22,5;20,9;19,6;86,8;79;5,6;1,3;
2021-11-22;,4;960,9;16,6;21,2;18,9;16,9;87,1;75;7,5;1,7;
2021-11-23;0;960,3;17,6;30,6;22,9;18;74,4;37;6,3;,6;
2021-11-24;0;960,2;18;32,3;24,9;17,9;69,2;38;8,7;1,3;
2021-11-25;0;961,8;16,2;29,4;23,9;20;64,5;37;8,1;1,7;
2021-11-26;0;959,7;15,6;29,4;23,5;19,1;63,4;35;6,5;1,6;
2021-11-27;0;957,2;18,2;24,4;20,6;19,5;86,2;56;5,4;1;
2021-11-28;10,6;955,5;18,5;32,7;24,6;18,7;72,4;41;8,3;,9;
2021-11-29;,6;955;19,1;32,9;25,3;19,6;71,7;34;18;1,2;
2021-11-30;0;955,1;20;33;26,4;21,2;69,4;43;14,8;1,1;
2021-12-01;25,8;956;21;30,2;25,3;20,8;77,9;56;6,4;,7;
2021-12-02;13;956,5;20,6;31,3;25,5;21,1;76,2;47;10;1,6;
2021-12-03;68;959,1;19;26,3;21,9;19,6;84,5;60;13,3;1,6;
2021-12-04;1,4;962,4;18,4;23,7;21,1;18,7;84,6;75;8,5;,9;
2021-12-05;0;963,1;18,4;29,4;23,9;20,3;72,8;45;7,5;1,1;
2021-12-06;0;960,5;19,5;27,4;23;20,4;81,3;60;9;1,3;
2021-12-07;14,6;957,6;19,5;23,5;20,6;19,6;93,2;81;7,4;,6;
2021-12-08;61,6;958;19,3;25,2;21,5;19,7;87,8;69;5,5;,7;
2021-12-09;18,6;959,3;19,4;23,8;20,9;19,2;90,9;75;6;,6;
2021-12-10;3,6;959,4;18,8;24,8;21;18,9;87,2;73;5,8;1,5;
2021-12-11;1,6;957,6;20,1;28,5;23,2;20,2;83,8;62;7;1,4;
2021-12-12;,8;957,6;19,4;29,5;25,4;21,8;70,9;48;7,8;1,6;
2021-12-13;0;959;19,8;30,8;25,5;22;72;47;5;,8;
2021-12-14;0;959,2;19,8;30,6;25,6;22,4;71,8;46;7,6;1,5;
2021-12-15;0;958,9;20;31;25,4;22,3;73,5;46;10,4;2;
2021-12-16;0;958,6;19,3;31,1;25,5;22;70,7;43;7,7;2,1;
2021-12-17;0;958,8;19,3;33,1;25,5;21,7;71,2;40;10;1;
2021-12-18;,2;958,8;20,6;30,1;23,9;22,1;82,8;56;6,7;,6;
2021-12-19;12,4;959;20,1;26,5;22,6;20,8;86,5;66;8,8;1;
2021-12-20;7,6;959,7;18,8;23,3;20,6;18,9;89,2;72;8,3;,5;
2021-12-21;2,4;958,6;19,4;25,9;21,4;19,2;88,9;71;8;,7;
2021-12-22;30,8;957;20,9;30;24,3;20,5;82,7;58;7,5;,8;
2021-12-23;24,6;954,8;20,8;31,6;25;21,9;79,1;48;12,2;1,6;
2021-12-24;1,2;955,8;18,5;22,3;21;20,3;85,6;72;6,7;1,6;
2021-12-25;9,6;958;17;25,4;20,7;17,5;80,3;56;4,8;1,1;
2021-12-26;,6;959,4;17,7;27;22,4;18,4;75,9;52;6,6;1,2;
2021-12-27;,2;959,6;19,7;24;21,5;21,1;89,5;71;8,5;,9;
2021-12-28;36;960,9;19,5;27,6;22,9;19,9;82,8;59;8,1;,9;
2021-12-29;3,8;961,5;20,1;27,3;22,9;20,5;84,2;61;8;,4;
2021-12-30;10,8;959,4;19;28,5;23,9;20,7;76;51;7,2;1,5;
2021-12-31;,6;958,1;19,9;29,5;24,5;21,2;77;53;9,6;2,2;
2022-01-01;0;958,9;19,8;29,9;25;22,4;74;52;7,1;1,8;
2022-01-02;0;960;18,9;28,7;24,5;21,2;71,9;54;6,7;1,4;
2022-01-03;0;959,8;20,5;27,8;24,1;22,2;80,5;59;7,3;1,5;
2022-01-04;0;958,7;16,9;30,9;25,1;21,2;63,8;30;7,3;1,7;
2022-01-05;0;957,7;18,3;31;25,5;21,2;66,6;44;8,5;1,7;
2022-01-06;0;957;19,5;30,1;25,1;21,8;72,5;47;9,2;,8;
2022-01-07;9,2;957,1;21,4;28,3;23,9;21,5;86,5;65;5,5;,5;
2022-01-08;9,2;957;21,1;30,2;24,7;21,8;82;56;6,9;,9;
2022-01-09;19;958,8;20,8;29,4;23,6;21,3;84,8;61;12;1,4;
2022-01-10;17,8;958,4;20,1;31,8;25,6;21,3;74,3;41;10,3;1,6;
2022-01-11;,2;958,2;19,1;33,2;26,4;20,3;66,8;37;7,6;1,4;
2022-01-12;0;959,7;18,4;33,2;27,1;21,7;63,3;32;7,2;1,4;
2022-01-13;0;962,6;18,1;31,7;24,9;19,8;68,3;39;7,6;,9;
2022-01-14;0;965;17,5;30,9;24,9;19,4;66,3;39;7,7;,8;
2022-01-15;0;964,5;17,5;30,2;24,7;20,6;66,3;41;7;1,2;
2022-01-16;0;962,2;18;30,9;25,4;20,6;65,7;40;6,3;1,2;
2022-01-17;0;962,1;18,5;31;25,5;20,9;67,3;41;6,5;1,7;
2022-01-18;0;962,6;19,2;32,4;26,4;22,2;67,5;38;8,1;1,5;
2022-01-19;0;963,5;19,7;32,3;25,9;22,4;70,3;41;8,3;1,4;
2022-01-20;0;962,6;18,9;32,2;26,3;21,7;66;41;5,1;1,3;
2022-01-21;0;960,6;18,1;31,9;25,5;21,3;65,5;38;7,3;1,5;
2022-01-22;0;961;19,5;28,7;23,8;20,6;77;56;9,3;1,3;
2022-01-23;3;960,9;19,3;29,9;24,4;20,9;75;51;8,2;1,8;
2022-01-24;,2;960,6;18,1;30,3;24,1;20,5;70,8;44;8,4;1,3;
2022-01-25;,8;960,1;17,4;31,4;24,7;19,1;67,7;34;11,6;1,5;
2022-01-26;0;960,8;19,1;29;22,5;20,4;81,7;55;10,7;1,2;
2022-01-27;11,6;959,6;18,7;31,1;24,6;20;71,8;43;6;1;
2022-01-28;0;957,4;19,3;33,1;26,4;21,3;68;39;6,4;1,3;
2022-01-29;0;957,5;18,9;32,6;26,9;21,9;64,6;35;7,7;1,5;
2022-01-30;0;959;18,2;33,5;26,6;21,1;61,8;37;9,5;1,4;
2022-01-31;0;959,3;19,1;32,3;25,7;21,3;68,5;44;9,7;1,1;
2022-02-01;8,6;null;null;30,7;null;20,3;83,6;55;9,7;null;
2022-02-02;null;null;null;null;null;null;null;null;null;null;
2022-02-03;null;null;null;null;null;null;null;null;null;null;
2022-02-04;null;null;null;null;null;null;null;null;null;null;
2022-02-05;null;null;null;null;null;null;null;null;null;null;
2022-02-06;null;null;null;null;null;null;null;null;null;null;
2022-02-07;null;null;null;null;null;null;null;null;null;null;
2022-02-08;null;null;null;null;null;null;null;null;null;null;
2022-02-09;null;null;null;null;null;null;null;null;null;null;
2022-02-10;null;null;null;null;null;null;null;null;null;null;
2022-02-11;null;null;null;null;null;null;null;null;null;null;
2022-02-12;null;null;null;null;null;null;null;null;null;null;
2022-02-13;null;null;null;null;null;null;null;null;null;null;
2022-02-14;null;null;null;null;null;null;null;null;null;null;
2022-02-15;null;null;null;null;null;null;null;null;null;null;
2022-02-16;null;null;null;null;null;null;null;null;null;null;
2022-02-17;null;null;null;null;null;null;null;null;null;null;
2022-02-18;null;null;null;null;null;null;null;null;null;null;
2022-02-19;null;null;null;null;null;null;null;null;null;null;
2022-02-20;null;null;null;null;null;null;null;null;null;null;
2022-02-21;null;null;null;null;null;null;null;null;null;null;
2022-02-22;null;null;null;null;null;null;null;null;null;null;
2022-02-23;null;null;null;null;null;null;null;null;null;null;
2022-02-24;null;null;null;null;null;null;null;null;null;null;
2022-02-25;null;null;null;null;null;null;null;null;null;null;
2022-02-26;null;null;null;null;null;null;null;null;null;null;
2022-02-27;null;null;null;null;null;null;null;null;null;null;
2022-02-28;null;null;null;null;null;null;null;null;null;null;
2022-03-01;null;null;null;null;null;null;null;null;null;null;
2022-03-02;null;null;null;null;null;null;null;null;null;null;
2022-03-03;null;null;null;null;null;null;null;null;null;null;
2022-03-04;null;null;null;null;null;null;null;null;null;null;
2022-03-05;null;null;null;null;null;null;null;null;null;null;
2022-03-06;null;null;null;null;null;null;null;null;null;null;
2022-03-07;null;null;null;null;null;null;null;null;null;null;
2022-03-08;null;null;null;null;null;null;null;null;null;null;
2022-03-09;null;null;null;null;null;null;null;null;null;null;
2022-03-10;null;null;null;null;null;null;null;null;null;null;
2022-03-11;null;null;null;null;null;null;null;null;null;null;
2022-03-12;null;null;null;null;null;null;null;null;null;null;
2022-03-13;null;null;null;null;null;null;null;null;null;null;
2022-03-14;null;null;null;null;null;null;null;null;null;null;
2022-03-15;null;null;null;null;null;null;null;null;null;null;
2022-03-16;null;null;null;null;null;null;null;null;null;null;
2022-03-17;null;null;null;null;null;null;null;null;null;null;
2022-03-18;null;null;null;null;null;null;null;null;null;null;
2022-03-19;null;null;null;null;null;null;null;null;null;null;
2022-03-20;null;null;null;null;null;null;null;null;null;null;
2022-03-21;null;null;null;null;null;null;null;null;null;null;
2022-03-22;null;null;null;null;null;null;null;null;null;null;
2022-03-23;null;null;null;null;null;null;null;null;null;null;
2022-03-24;null;null;null;null;null;null;null;null;null;null;
2022-03-25;null;null;null;null;null;null;null;null;null;null;
2022-03-26;null;null;null;null;null;null;null;null;null;null;
2022-03-27;null;null;null;null;null;null;null;null;null;null;
2022-03-28;null;null;null;null;null;null;null;null;null;null;
2022-03-29;null;null;null;null;null;null;null;null;null;null;
2022-03-30;null;null;null;null;null;null;null;null;null;null;
2022-03-31;null;null;null;null;null;null;null;null;null;null;
2022-04-01;null;null;null;null;null;null;null;null;null;null;
2022-04-02;null;null;null;null;null;null;null;null;null;null;
2022-04-03;null;null;null;null;null;null;null;null;null;null;
2022-04-04;null;null;null;null;null;null;null;null;null;null;
2022-04-05;null;null;null;null;null;null;null;null;null;null;
2022-04-06;null;null;null;null;null;null;null;null;null;null;
2022-04-07;null;null;null;null;null;null;null;null;null;null;
2022-04-08;null;null;null;null;null;null;null;null;null;null;
2022-04-09;null;null;null;null;null;null;null;null;null;null;
2022-04-10;null;null;null;null;null;null;null;null;null;null;
2022-04-11;null;null;null;null;null;null;null;null;null;null;
2022-04-12;null;null;null;null;null;null;null;null;null;null;
2022-04-13;null;null;null;null;null;null;null;null;null;null;
2022-04-14;null;null;null;null;null;null;null;null;null;null;
2022-04-15;null;null;null;null;null;null;null;null;null;null;
2022-04-16;null;null;null;null;null;null;78,5;65;2,6;null;
2022-04-17;0;962,9;16,7;25,5;21,5;18,8;75,2;53;6,2;,4;
2022-04-18;0;963,3;15,5;27,7;22,6;18,6;65,8;43;8,6;,9;
2022-04-19;0;963,4;15,2;28,1;22,3;17;66,6;39;6,7;,7;
2022-04-20;0;963;15,8;29;22,2;16,6;69,9;40;5,1;,4;
2022-04-21;0;962;16;29,1;23,5;19,6;65,8;35;6,8;,6;
2022-04-22;null;960,1;14,7;30,4;null;17,4;63,2;29;5,8;,5;
2022-04-23;0;960;15,8;33,3;25,5;17,2;58,3;30;5,6;,5;
2022-04-24;0;962;18,6;32,4;25,6;19,6;67,9;35;8,5;,6;
2022-04-25;null;964,4;19,4;29,2;null;22;74,1;46;10,5;1,7;
2022-04-26;null;963,8;18,3;29,1;null;20,6;72,5;47;7;,9;
2022-04-27;null;963,4;18,4;26,9;null;19,2;74,9;54;6,3;,9;
2022-04-28;null;964,6;19,5;27,7;null;19,6;80,8;60;6,4;,7;
2022-04-29;null;963,8;16,8;29,8;null;20,6;65,1;33;6,3;,7;
2022-04-30;null;963,6;16,6;30,1;null;18,6;66;34;8;1;
2022-05-01;null;963,1;17,5;27,7;null;19,6;68,3;48;6,7;1,3;
2022-05-02;null;962,7;17,3;29,3;null;19,7;66,7;42;4,4;,5;
2022-05-03;null;961,9;16,2;30,6;null;18,2;62,4;35;7,4;,9;
2022-05-04;null;960,4;15,7;32,6;null;17,7;56,2;32;6,4;1;
2022-05-05;null;960,9;18,6;32,6;null;20,1;64,4;39;7,4;,7;
2022-05-06;null;963,7;19,8;29,5;null;21,1;73;56;8,5;,8;
2022-05-07;null;965,5;19,1;25;null;20;82,2;65;5;,7;
2022-05-08;null;964,9;16,7;27,9;null;18,7;69,1;43;8,8;,8;
2022-05-09;null;965,1;15,5;26,6;null;16,8;68,4;46;6,2;1,2;
2022-05-10;null;963,8;15;26,8;null;16,5;66,3;43;5,8;,9;
2022-05-11;null;962,1;16,1;27,9;null;18,2;68,6;43;4,9;,4;
2022-05-12;null;960,5;14,4;31,4;null;16;60,1;23;5,5;,5;
2022-05-13;null;963;17,3;29,3;null;20,6;66,8;45;5,7;,5;
2022-05-14;null;964;16,5;28,3;null;19,1;67,1;40;7,4;1,7;
2022-05-15;null;962,6;17,1;26,9;null;19,3;72,3;53;7,1;1,2;
2022-05-16;null;961,3;18,1;27,4;null;18,6;75,7;58;5,1;,4;
2022-05-17;null;959,5;17,8;30,9;null;18,6;72;42;9;,9;
2022-05-18;null;957,3;11,9;27,9;null;19,4;54,4;27;11,6;2,2;
2022-05-19;0;959;2,6;23;17,3;11,7;39;24;10,3;2,3;
2022-05-20;0;964,4;6,9;24,9;16,7;9;56,6;27;4,8;,7;
2022-05-21;0;967,8;10,2;24,4;17,9;11,8;63,8;34;5,6;,9;
2022-05-22;0;968,2;11,6;25,6;18,9;12,8;66,1;31;6,1;,9;
2022-05-23;0;967,5;14,3;25,5;19,7;14,3;72,7;44;6,5;1;
2022-05-24;0;968;13,8;27,1;20,7;15,5;68,2;35;6,9;1,4;
2022-05-25;2;969,3;16,3;24,7;19,7;17,1;81,5;59;11,3;1,3;
2022-05-26;1,8;968,9;16,3;25,7;20,4;16,9;78,3;54;9;1;
2022-05-27;0;967,5;14,9;25,1;19,5;13,9;76,3;51;5,1;,8;
2022-05-28;,4;965,4;17,1;23,3;19,7;17,9;85,6;66;4,9;,8;
2022-05-29;,4;963,1;17,5;25,5;20,5;17,6;84,1;56;5,2;,9;
2022-05-30;,4;961,3;17,4;29,6;22,9;19,1;74,5;38;6;,5;
2022-05-31;,2;961,1;15,8;29,7;21,7;16,6;72,7;32;5,6;,6;
2022-06-01;0;962,2;15,3;28,6;21,8;16,5;69,6;38;7,8;1,2;
2022-06-02;0;962,1;16,2;28,9;22,6;17,8;69,8;42;6,5;,7;
2022-06-03;0;962,3;15,8;30,2;22,9;16,2;68,2;35;4,4;,6;
2022-06-04;0;964,8;16,8;24,4;21,6;20,4;74,6;57;7,5;2;
2022-06-05;0;966,6;12,9;24,6;19,4;15,5;68,5;38;6,7;1,3;
2022-06-06;0;965,6;12,3;22,5;17,2;11,6;74,4;51;5,9;,9;
2022-06-07;0;962,4;10,6;26,6;18,2;10,8;66,5;31;7,8;,6;
2022-06-08;0;960,8;10,5;29,3;19,9;11,9;60,2;26;5,1;,6;
2022-06-09;0;962,4;12,3;28,8;20,5;13;62,7;33;6,5;,9;
2022-06-10;0;962,7;13,3;28,2;21,1;16,7;64,5;28;5,7;,9;
2022-06-11;0;961,4;13,4;28,9;20,6;13,4;66,2;35;6,4;1,4;
2022-06-12;0;962,1;17;28,2;22,5;18,7;72,8;48;7,1;2;
2022-06-13;0;963,7;17,8;25,6;20,8;18,7;83,2;67;6,9;1,6;
2022-06-14;0;966,6;13,9;23,5;19,8;17,4;70,3;50;6,5;1,9;
2022-06-15;0;967,4;11,6;23,6;18,3;14,3;67,6;40;6,7;1,2;
2022-06-16;0;965,8;11,2;24,4;17,7;12,9;68,3;40;5,9;,9;
2022-06-17;0;963;11,2;25,3;18;11,9;68,3;36;5,1;,7;
2022-06-18;0;962,5;10,2;30,2;19,7;11,1;60,9;22;6,3;,7;
2022-06-19;0;965,5;13;26,2;20;12,8;65,5;45;8,7;1,4;
2022-06-20;0;966,9;15,6;25,7;20,6;17,4;74,2;50;4,7;1;
2022-06-21;0;966,4;15,3;24,9;20,7;17,9;72,2;49;6,6;1,1;
2022-06-22;0;965,4;15,2;26,3;21,2;18,6;70,4;46;6,4;1;
2022-06-23;0;965,7;14,8;26,9;20,4;16,3;72,3;44;5,8;,8;
2022-06-24;0;965,6;14,9;27,9;21,3;16,5;69,6;38;6,8;,9;
2022-06-25;0;964,5;15,3;27,7;21,8;17,8;68,5;39;5,4;,7;
2022-06-26;0;964,3;13,6;26,4;20;15;69,2;38;6,4;1,5;
2022-06-27;0;967;13,1;20,8;18,1;15,9;72,9;59;7,4;1,7;
2022-06-28;0;967,3;12,2;20,9;16,8;12,2;74,9;58;5;1,1;
2022-06-29;0;965,2;11,5;25,8;17,5;10,1;72,2;38;6,1;,8;
2022-06-30;0;963,7;11,3;29,2;20;12,3;62,5;29;8,7;1,3;
2022-07-01;0;966,2;14,9;26,1;20,8;18;70;42;8,2;2,1;
2022-07-02;,8;968,7;14,8;26,8;21,4;18,2;68,6;34;8,9;3;
2022-07-03;0;969,8;13,9;27,1;21,3;18,1;66,2;30;10;1,9;
2022-07-04;,2;968,8;14,8;25,9;19,9;15,2;73,9;49;8,3;1,4;
2022-07-05;,4;967,6;16,7;23,5;19,5;17,2;84,8;58;7;1,4;
2022-07-06;,6;967;14,9;26,3;20,3;16,2;74,3;43;7,4;1,4;
2022-07-07;,4;967,5;13,6;26,3;20,2;16,1;69,5;36;8,8;1,2;
2022-07-08;,2;969,2;16,1;25,3;20,4;17,8;77,2;52;6,8;1,9;
2022-07-09;0;969,4;15,8;24,2;19,5;17,4;80;56;8,3;1,2;
2022-07-10;1;968,1;16;22,2;18,4;15;86,8;66;6,3;,7;
2022-07-11;1,4;965,4;14,6;25,4;20,1;15,6;73,3;46;6,9;1;
2022-07-12;,2;965,2;17,1;24,8;20,3;18,1;82,4;61;6;1,2;
2022-07-13;0;965,8;15,2;28,3;21,8;17,7;69,3;36;6,3;1,2;
2022-07-14;0;966,7;16;24,8;20,7;17,8;75,2;56;6,6;1,6;
2022-07-15;0;965,7;14,7;26,8;21,2;17,7;69,8;38;6,2;1,5;
2022-07-16;,2;964,9;14,4;27,5;21,5;17,2;66,1;40;6,7;1,2;
2022-07-17;0;966,5;13,4;27,9;20,4;14;67,4;32;7,4;1,1;
2022-07-18;0;968,3;15,2;27;21,3;16,9;70,2;42;7,8;1,5;
2022-07-19;0;968,2;14,4;27;20,8;16,3;69;39;8,9;1,6;
2022-07-20;0;966,1;15,5;24,5;20,5;17,2;74,3;54;11,3;,9;
2022-07-21;0;965,5;15,6;25,2;20,3;17,2;75,3;54;7,9;1,2;
2022-07-22;0;965,6;14,8;27,1;20,7;16,2;71,6;37;7,9;1,5;
